"date","store_nbr","item_nbr","units"
2012-12-09,2,1,52
2012-12-09,2,2,73
2012-12-10,1,1,131
2012-12-10,1,2,72
2012-12-10,2,1,49
2012-12-10,2,2,65
2012-12-11,1,1,161
2012-12-11,1,2,72
2012-12-11,2,1,49
2012-12-11,2,2,55
2012-12-12,1,1,97
2012-12-12,1,2,89
2012-12-12,2,1,56
2012-12-12,2,2,34
2012-12-13,1,1,142
2012-12-13,1,2,58
2012-12-13,2,1,56
2012-12-13,2,2,40
2012-12-14,1,1,119
2012-12-14,1,2,98
2012-12-14,2,1,25
2012-12-14,2,2,48
2012-12-15,1,1,75
2012-12-15,1,2,86
2012-12-15,2,1,45
2012-12-15,2,2,46
2012-12-16,1,1,224
2012-12-16,1,2,115
2012-12-16,2,1,44
2012-12-16,2,2,91
2012-12-17,1,1,218
2012-12-17,1,2,77
2012-12-17,2,1,53
2012-12-17,2,2,77
2012-12-18,1,1,152
2012-12-18,1,2,70
2012-12-18,2,1,37
2012-12-18,2,2,62
2012-12-19,1,1,68
2012-12-19,1,2,59
2012-12-19,2,1,15
2012-12-19,2,2,37
2012-12-20,1,1,118
2012-12-20,1,2,84
2012-12-20,2,1,22
2012-12-20,2,2,32
2012-12-21,1,1,137
2012-12-21,1,2,74
2012-12-21,2,1,61
2012-12-21,2,2,60
2012-12-22,1,1,163
2012-12-22,1,2,60
2012-12-22,2,1,29
2012-12-22,2,2,91
2012-12-23,1,1,76
2012-12-23,1,2,103
2012-12-23,2,1,48
2012-12-23,2,2,71
2012-12-24,1,1,124
2012-12-24,1,2,84
2012-12-24,2,1,14
2012-12-24,2,2,38
2012-12-26,1,1,197
2012-12-26,1,2,71
2012-12-26,2,1,57
2012-12-26,2,2,46
2012-12-27,1,1,127
2012-12-27,1,2,65
2012-12-27,2,1,44
2012-12-27,2,2,46
2012-12-28,1,1,133
2012-12-28,1,2,88
2012-12-28,2,1,41
2012-12-28,2,2,48
2012-12-29,1,1,170
2012-12-29,1,2,101
2012-12-29,2,1,27
2012-12-29,2,2,60
2012-12-30,1,1,173
2012-12-30,1,2,117
2012-12-30,2,1,45
2012-12-30,2,2,72
2012-12-31,1,1,110
2012-12-31,1,2,87
2012-12-31,2,1,37
2012-12-31,2,2,58
2013-01-01,1,1,114
2013-01-01,1,2,62
2013-01-01,2,1,11
2013-01-01,2,2,33
2013-01-02,1,1,145
2013-01-02,1,2,108
2013-01-02,2,1,49
2013-01-02,2,2,67
2013-01-03,1,1,146
2013-01-03,1,2,85
2013-01-03,2,1,27
2013-01-03,2,2,47
2013-01-04,1,1,135
2013-01-04,1,2,101
2013-01-04,2,1,33
2013-01-04,2,2,53
2013-01-05,1,1,258
2013-01-05,1,2,122
2013-01-05,2,1,75
2013-01-05,2,2,53
2013-01-06,1,1,201
2013-01-06,1,2,93
2013-01-06,2,1,133
2013-01-06,2,2,77
2013-01-07,1,1,142
2013-01-07,1,2,87
2013-01-07,2,1,57
2013-01-07,2,2,70
2013-01-08,1,1,132
2013-01-08,1,2,120
2013-01-08,2,1,74
2013-01-08,2,2,49
2013-01-09,1,1,142
2013-01-09,1,2,86
2013-01-09,2,1,192
2013-01-09,2,2,54
2013-01-10,1,1,147
2013-01-10,1,2,76
2013-01-10,2,1,31
2013-01-10,2,2,41
2013-01-11,1,1,206
2013-01-11,1,2,79
2013-01-11,2,1,57
2013-01-11,2,2,53
2013-01-12,1,1,130
2013-01-12,1,2,96
2013-01-12,2,1,54
2013-01-12,2,2,53
2013-01-13,1,1,146
2013-01-13,1,2,136
2013-01-13,2,1,79
2013-01-13,2,2,83
2013-01-14,1,1,126
2013-01-14,1,2,72
2013-01-14,2,1,22
2013-01-14,2,2,62
2013-01-15,1,1,76
2013-01-15,1,2,79
2013-01-15,2,1,62
2013-01-15,2,2,45
2013-01-16,1,1,62
2013-01-16,1,2,68
2013-01-16,2,1,70
2013-01-16,2,2,45
2013-01-17,1,1,24
2013-01-17,1,2,67
2013-01-17,2,1,18
2013-01-17,2,2,52
2013-01-18,1,1,30
2013-01-18,1,2,72
2013-01-18,2,1,60
2013-01-18,2,2,35
2013-01-19,1,1,50
2013-01-19,1,2,88
2013-01-19,2,1,106
2013-01-19,2,2,93
2013-01-20,1,1,41
2013-01-20,1,2,137
2013-01-20,2,1,80
2013-01-20,2,2,55
2013-01-21,1,1,31
2013-01-21,1,2,81
2013-01-21,2,1,47
2013-01-21,2,2,46
2013-01-22,1,1,30
2013-01-22,1,2,76
2013-01-22,2,1,33
2013-01-22,2,2,44
2013-01-23,1,1,18
2013-01-23,1,2,69
2013-01-23,2,1,37
2013-01-23,2,2,54
2013-01-24,1,1,49
2013-01-24,1,2,77
2013-01-24,2,1,42
2013-01-24,2,2,38
2013-01-25,1,1,35
2013-01-25,1,2,56
2013-01-25,2,1,52
2013-01-25,2,2,47
2013-01-26,1,1,101
2013-01-26,1,2,90
2013-01-26,2,1,70
2013-01-26,2,2,59
2013-01-27,1,1,92
2013-01-27,1,2,125
2013-01-27,2,1,42
2013-01-27,2,2,85
2013-01-28,1,1,73
2013-01-28,1,2,71
2013-01-28,2,1,58
2013-01-28,2,2,78
2013-01-29,1,1,77
2013-01-29,1,2,60
2013-01-29,2,1,39
2013-01-29,2,2,36
2013-01-30,1,1,94
2013-01-30,1,2,72
2013-01-30,2,1,22
2013-01-30,2,2,64
2013-01-31,1,1,57
2013-01-31,1,2,85
2013-01-31,2,1,20
2013-01-31,2,2,31
2013-02-01,1,1,98
2013-02-01,1,2,91
2013-02-01,2,1,46
2013-02-01,2,2,53
2013-02-02,1,1,127
2013-02-02,1,2,140
2013-02-02,2,1,79
2013-02-02,2,2,67
2013-02-03,1,1,133
2013-02-03,1,2,116
2013-02-03,2,1,52
2013-02-03,2,2,65
2013-02-04,1,1,102
2013-02-04,1,2,80
2013-02-04,2,1,35
2013-02-04,2,2,56
2013-02-05,1,1,120
2013-02-05,1,2,68
2013-02-05,2,1,41
2013-02-05,2,2,47
2013-02-06,1,1,85
2013-02-06,1,2,91
2013-02-06,2,1,44
2013-02-06,2,2,48
2013-02-07,1,1,92
2013-02-07,1,2,61
2013-02-07,2,1,22
2013-02-07,2,2,35
2013-02-08,1,1,98
2013-02-08,1,2,104
2013-02-08,2,1,19
2013-02-08,2,2,63
2013-02-09,1,1,113
2013-02-09,1,2,142
2013-02-09,2,1,72
2013-02-09,2,2,50
2013-02-10,1,1,292
2013-02-10,1,2,125
2013-02-10,2,1,53
2013-02-10,2,2,68
2013-02-11,1,1,118
2013-02-11,1,2,89
2013-02-11,2,1,61
2013-02-11,2,2,70
2013-02-12,1,1,61
2013-02-12,1,2,72
2013-02-12,2,1,25
2013-02-12,2,2,37
2013-02-13,1,1,91
2013-02-13,1,2,56
2013-02-13,2,1,24
2013-02-13,2,2,54
2013-02-14,1,1,53
2013-02-14,1,2,58
2013-02-14,2,1,4
2013-02-14,2,2,21
2013-02-15,1,1,69
2013-02-15,1,2,103
2013-02-15,2,1,8
2013-02-15,2,2,45
2013-02-16,1,1,150
2013-02-16,1,2,92
2013-02-16,2,1,21
2013-02-16,2,2,63
2013-02-17,1,1,154
2013-02-17,1,2,125
2013-02-17,2,1,71
2013-02-17,2,2,70
2013-02-18,1,1,99
2013-02-18,1,2,96
2013-02-18,2,1,30
2013-02-18,2,2,57
2013-02-19,1,1,137
2013-02-19,1,2,95
2013-02-19,2,1,97
2013-02-19,2,2,36
2013-02-20,1,1,99
2013-02-20,1,2,66
2013-02-20,2,1,40
2013-02-20,2,2,56
2013-02-21,1,1,94
2013-02-21,1,2,67
2013-02-21,2,1,20
2013-02-21,2,2,34
2013-02-22,1,1,122
2013-02-22,1,2,73
2013-02-22,2,1,44
2013-02-22,2,2,47
2013-02-23,1,1,156
2013-02-23,1,2,126
2013-02-23,2,1,115
2013-02-23,2,2,84
2013-02-24,1,1,125
2013-02-24,1,2,85
2013-02-24,2,1,40
2013-02-24,2,2,53
2013-02-25,1,1,141
2013-02-25,1,2,70
2013-02-25,2,1,3
2013-02-25,2,2,58
2013-02-26,1,1,128
2013-02-26,1,2,61
2013-02-26,2,1,53
2013-02-26,2,2,50
2013-02-27,1,1,128
2013-02-27,1,2,61
2013-02-27,2,1,37
2013-02-27,2,2,56
2013-02-28,1,1,109
2013-02-28,1,2,71
2013-02-28,2,1,54
2013-02-28,2,2,38
2013-03-01,1,1,158
2013-03-01,1,2,88
2013-03-01,2,1,22
2013-03-01,2,2,47
2013-03-02,1,1,161
2013-03-02,1,2,108
2013-03-02,2,1,81
2013-03-02,2,2,62
2013-03-03,1,1,171
2013-03-03,1,2,131
2013-03-03,2,1,81
2013-03-03,2,2,69
2013-03-04,1,1,161
2013-03-04,1,2,102
2013-03-04,2,1,38
2013-03-04,2,2,59
2013-03-05,1,1,225
2013-03-05,1,2,84
2013-03-05,2,1,99
2013-03-05,2,2,50
2013-03-06,1,1,92
2013-03-06,1,2,83
2013-03-06,2,1,34
2013-03-06,2,2,45
2013-03-07,1,1,182
2013-03-07,1,2,108
2013-03-07,2,1,26
2013-03-07,2,2,58
2013-03-08,1,1,297
2013-03-08,1,2,159
2013-03-08,2,1,79
2013-03-08,2,2,121
2013-03-09,1,1,159
2013-03-09,1,2,83
2013-03-09,2,1,31
2013-03-09,2,2,43
2013-03-10,1,1,181
2013-03-10,1,2,82
2013-03-10,2,1,37
2013-03-10,2,2,47
2013-03-11,1,1,133
2013-03-11,1,2,68
2013-03-11,2,1,49
2013-03-11,2,2,45
2013-03-12,1,1,141
2013-03-12,1,2,72
2013-03-12,2,1,41
2013-03-12,2,2,41
2013-03-13,1,1,118
2013-03-13,1,2,55
2013-03-13,2,1,49
2013-03-13,2,2,31
2013-03-14,1,1,119
2013-03-14,1,2,47
2013-03-14,2,1,17
2013-03-14,2,2,25
2013-03-15,1,1,88
2013-03-15,1,2,62
2013-03-15,2,1,32
2013-03-15,2,2,24
2013-03-16,1,1,93
2013-03-16,1,2,93
2013-03-16,2,1,49
2013-03-16,2,2,57
2013-03-17,1,1,146
2013-03-17,1,2,90
2013-03-17,2,1,25
2013-03-17,2,2,93
2013-03-18,1,1,60
2013-03-18,1,2,70
2013-03-18,2,1,42
2013-03-18,2,2,41
2013-03-19,1,1,80
2013-03-19,1,2,61
2013-03-19,2,1,18
2013-03-19,2,2,36
2013-03-20,1,1,125
2013-03-20,1,2,70
2013-03-20,2,1,37
2013-03-20,2,2,54
2013-03-21,1,1,62
2013-03-21,1,2,62
2013-03-21,2,1,38
2013-03-21,2,2,48
2013-03-22,1,1,121
2013-03-22,1,2,101
2013-03-22,2,1,53
2013-03-22,2,2,45
2013-03-23,1,1,130
2013-03-23,1,2,64
2013-03-23,2,1,45
2013-03-23,2,2,49
2013-03-24,1,1,217
2013-03-24,1,2,89
2013-03-24,2,1,41
2013-03-24,2,2,58
2013-03-25,1,1,225
2013-03-25,1,2,71
2013-03-25,2,1,8
2013-03-25,2,2,54
2013-03-26,1,1,97
2013-03-26,1,2,64
2013-03-26,2,1,25
2013-03-26,2,2,43
2013-03-27,1,1,125
2013-03-27,1,2,61
2013-03-27,2,1,38
2013-03-27,2,2,52
2013-03-28,1,1,171
2013-03-28,1,2,55
2013-03-28,2,1,42
2013-03-28,2,2,36
2013-03-29,1,1,145
2013-03-29,1,2,62
2013-03-29,2,1,58
2013-03-29,2,2,35
2013-03-30,1,1,140
2013-03-30,1,2,94
2013-03-30,2,1,36
2013-03-30,2,2,64
2013-03-31,1,1,124
2013-03-31,1,2,56
2013-03-31,2,1,27
2013-03-31,2,2,43
2013-04-01,1,1,184
2013-04-01,1,2,66
2013-04-01,2,1,35
2013-04-01,2,2,69
2013-04-02,1,1,144
2013-04-02,1,2,79
2013-04-02,2,1,23
2013-04-02,2,2,47
2013-04-03,1,1,101
2013-04-03,1,2,59
2013-04-03,2,1,68
2013-04-03,2,2,39
2013-04-04,1,1,57
2013-04-04,1,2,69
2013-04-04,2,1,28
2013-04-04,2,2,32
2013-04-05,1,1,88
2013-04-05,1,2,71
2013-04-05,2,1,55
2013-04-05,2,2,36
2013-04-06,1,1,189
2013-04-06,1,2,92
2013-04-06,2,1,15
2013-04-06,2,2,55
2013-04-07,1,1,244
2013-04-07,1,2,138
2013-04-07,2,1,29
2013-04-07,2,2,95
2013-04-08,1,1,164
2013-04-08,1,2,114
2013-04-08,2,1,96
2013-04-08,2,2,92
2013-04-09,1,1,52
2013-04-09,1,2,63
2013-04-09,2,1,18
2013-04-09,2,2,26
2013-04-10,1,1,146
2013-04-10,1,2,63
2013-04-10,2,1,33
2013-04-10,2,2,51
2013-04-11,1,1,77
2013-04-11,1,2,57
2013-04-11,2,1,38
2013-04-11,2,2,39
2013-04-12,1,1,96
2013-04-12,1,2,64
2013-04-12,2,1,74
2013-04-12,2,2,45
2013-04-13,1,1,77
2013-04-13,1,2,74
2013-04-13,2,1,20
2013-04-13,2,2,49
2013-04-14,1,1,143
2013-04-14,1,2,82
2013-04-14,2,1,29
2013-04-14,2,2,84
2013-04-15,1,1,172
2013-04-15,1,2,64
2013-04-15,2,1,28
2013-04-15,2,2,54
2013-04-16,1,1,101
2013-04-16,1,2,74
2013-04-16,2,1,29
2013-04-16,2,2,41
2013-04-17,1,1,69
2013-04-17,1,2,53
2013-04-17,2,1,10
2013-04-17,2,2,35
2013-04-18,1,1,88
2013-04-18,1,2,49
2013-04-18,2,1,11
2013-04-18,2,2,38
2013-04-19,1,1,71
2013-04-19,1,2,49
2013-04-19,2,1,31
2013-04-19,2,2,48
2013-04-20,1,1,71
2013-04-20,1,2,78
2013-04-20,2,1,55
2013-04-20,2,2,47
2013-04-21,1,1,130
2013-04-21,1,2,83
2013-04-21,2,1,48
2013-04-21,2,2,90
2013-04-22,1,1,119
2013-04-22,1,2,106
2013-04-22,2,1,34
2013-04-22,2,2,59
2013-04-23,1,1,62
2013-04-23,1,2,68
2013-04-23,2,1,0
2013-04-23,2,2,40
2013-04-24,1,1,56
2013-04-24,1,2,56
2013-04-24,2,1,41
2013-04-24,2,2,35
2013-04-25,1,1,49
2013-04-25,1,2,52
2013-04-25,2,1,30
2013-04-25,2,2,41
2013-04-26,1,1,60
2013-04-26,1,2,61
2013-04-26,2,1,15
2013-04-26,2,2,30
2013-04-27,1,1,170
2013-04-27,1,2,81
2013-04-27,2,1,37
2013-04-27,2,2,44
2013-04-28,1,1,171
2013-04-28,1,2,84
2013-04-28,2,1,39
2013-04-28,2,2,63
2013-04-29,1,1,116
2013-04-29,1,2,68
2013-04-29,2,1,33
2013-04-29,2,2,67
2013-04-30,1,1,98
2013-04-30,1,2,59
2013-04-30,2,1,43
2013-04-30,2,2,42
2013-05-01,1,1,60
2013-05-01,1,2,68
2013-05-01,2,1,15
2013-05-01,2,2,50
2013-05-02,1,1,78
2013-05-02,1,2,61
2013-05-02,2,1,32
2013-05-02,2,2,38
2013-05-03,1,1,39
2013-05-03,1,2,71
2013-05-03,2,1,20
2013-05-03,2,2,45
2013-05-04,1,1,125
2013-05-04,1,2,107
2013-05-04,2,1,53
2013-05-04,2,2,62
2013-05-05,1,1,226
2013-05-05,1,2,94
2013-05-05,2,1,36
2013-05-05,2,2,66
2013-05-06,1,1,72
2013-05-06,1,2,90
2013-05-06,2,1,28
2013-05-06,2,2,75
2013-05-07,1,1,154
2013-05-07,1,2,77
2013-05-07,2,1,12
2013-05-07,2,2,22
2013-05-08,1,1,21
2013-05-08,1,2,71
2013-05-08,2,1,55
2013-05-08,2,2,40
2013-05-09,1,1,187
2013-05-09,1,2,56
2013-05-09,2,1,11
2013-05-09,2,2,46
2013-05-10,1,1,167
2013-05-10,1,2,75
2013-05-10,2,1,35
2013-05-10,2,2,34
2013-05-11,1,1,83
2013-05-11,1,2,98
2013-05-11,2,1,41
2013-05-11,2,2,68
2013-05-12,1,1,68
2013-05-12,1,2,64
2013-05-12,2,1,43
2013-05-12,2,2,52
2013-05-13,1,1,121
2013-05-13,1,2,78
2013-05-13,2,1,6
2013-05-13,2,2,68
2013-05-14,1,1,93
2013-05-14,1,2,74
2013-05-14,2,1,29
2013-05-14,2,2,29
2013-05-15,1,1,74
2013-05-15,1,2,55
2013-05-15,2,1,19
2013-05-15,2,2,67
2013-05-16,1,1,54
2013-05-16,1,2,66
2013-05-16,2,1,14
2013-05-16,2,2,42
2013-05-17,1,1,89
2013-05-17,1,2,71
2013-05-17,2,1,21
2013-05-17,2,2,55
2013-05-18,1,1,65
2013-05-18,1,2,72
2013-05-18,2,1,54
2013-05-18,2,2,56
2013-05-19,1,1,94
2013-05-19,1,2,104
2013-05-19,2,1,24
2013-05-19,2,2,68
2013-05-20,1,1,56
2013-05-20,1,2,70
2013-05-20,2,1,0
2013-05-20,2,2,76
2013-05-21,1,1,82
2013-05-21,1,2,70
2013-05-21,2,1,24
2013-05-21,2,2,53
2013-05-22,1,1,31
2013-05-22,1,2,47
2013-05-22,2,1,34
2013-05-22,2,2,44
2013-05-23,1,1,79
2013-05-23,1,2,66
2013-05-23,2,1,32
2013-05-23,2,2,47
2013-05-24,1,1,36
2013-05-24,1,2,75
2013-05-24,2,1,33
2013-05-24,2,2,42
2013-05-25,1,1,133
2013-05-25,1,2,80
2013-05-25,2,1,61
2013-05-25,2,2,55
2013-05-26,1,1,34
2013-05-26,1,2,73
2013-05-26,2,1,22
2013-05-26,2,2,51
2013-05-27,1,1,62
2013-05-27,1,2,75
2013-05-27,2,1,32
2013-05-27,2,2,55
2013-05-28,1,1,60
2013-05-28,1,2,61
2013-05-28,2,1,22
2013-05-28,2,2,32
2013-05-29,1,1,117
2013-05-29,1,2,55
2013-05-29,2,1,16
2013-05-29,2,2,39
2013-05-30,1,1,55
2013-05-30,1,2,67
2013-05-30,2,1,19
2013-05-30,2,2,45
2013-05-31,1,1,127
2013-05-31,1,2,68
2013-05-31,2,1,11
2013-05-31,2,2,51
